Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2014,S12000008,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1332.1630297135712
2014,S12000008,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1241.7246088041331
2014,S12000010,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,16.937573996265506
2014,S12000010,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,4.18025248725023
2014,S12000010,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,82.56724727277003
2014,S12000010,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,47.78279122653524
2014,S12000010,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,279.971524620355
2014,S12000010,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,108.88499906367213
2014,S12000010,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1349.23612161776
2014,S12000010,,75plus years,,Females,,Coronary Heart Disease,,c,,c,757.358289455855
2014,S12000011,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S12000011,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,11.639894908377398
2014,S12000011,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,87.67362135507474
2014,S12000011,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,14.445407471609215
2014,S12000011,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,335.47494065355437
2014,S12000011,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,119.28400262041627
2014,S12000011,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1025.5615461546292
2014,S12000011,,75plus years,,Females,,Coronary Heart Disease,,c,,c,646.4623401895259
2014,S12000013,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S12000013,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000013,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,166.42200669080998
2014,S12000013,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000013,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,169.4530540684387
2014,S12000013,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,112.9920800825812
2014,S12000013,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1681.4662369939635
2014,S12000013,,75plus years,,Females,,Coronary Heart Disease,,c,,c,759.3466118921398
2014,S12000014,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,2.6320736980635457
2014,S12000014,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,2.141222821764612
2014,S12000014,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,80.24484200943574
2014,S12000014,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,31.88306854663128
2014,S12000014,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,442.4123573786828
2014,S12000014,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,136.41841095699132
2014,S12000014,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1477.08095202679
2014,S12000014,,75plus years,,Females,,Coronary Heart Disease,,c,,c,888.4018966720216
2014,S12000017,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,3.5953510521040326
2014,S12000017,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000017,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,107.49678955059352
2014,S12000017,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,27.873642936417443
2014,S12000017,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,428.2217534425092
2014,S12000017,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,132.8245881246915
2014,S12000017,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1280.5123147636505
2014,S12000017,,75plus years,,Females,,Coronary Heart Disease,,c,,c,680.4027052508729
2014,S12000018,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,5.460388779681113
2014,S12000018,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000018,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,76.97403319118112
2014,S12000018,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,58.654398988836995
2014,S12000018,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,336.7282594419449
2014,S12000018,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,269.5094351215191
2014,S12000018,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1428.4907838801612
2014,S12000018,,75plus years,,Females,,Coronary Heart Disease,,c,,c,962.1582315879174
2014,S12000019,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,5.33455265965554
2014,S12000019,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000019,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,111.87343984397369
2014,S12000019,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,24.67276525688831
2014,S12000019,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,441.29151605174474
2014,S12000019,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,89.55332443986522
2014,S12000019,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1294.205480017739
2014,S12000019,,75plus years,,Females,,Coronary Heart Disease,,c,,c,883.9343168499686
2014,S12000020,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S12000020,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000020,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,100.02202006301908
2014,S12000020,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,14.678450200299682
2014,S12000020,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,329.08802867267434
2014,S12000020,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,106.247269181097
2014,S12000020,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1213.0550083225844
2014,S12000020,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1011.2215303757526
2014,S12000021,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,3.134936629495275
2014,S12000021,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000021,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,148.3435106914408
2014,S12000021,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,33.575731547225296
2014,S12000021,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,319.6746162752145
2014,S12000021,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,101.76672590040522
2014,S12000021,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1460.693572075685
2014,S12000021,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1029.939187494516
2014,S12000023,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S12000023,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000023,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,29.514071887846523
2014,S12000023,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,92.83602873534736
2014,S12000023,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,701.1344106718036
2014,S12000023,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,140.24351373748965
2014,S12000023,,75plus years,,Males,,Coronary Heart Disease,,c,,c,939.1093268931328
2014,S12000023,,75plus years,,Females,,Coronary Heart Disease,,c,,c,599.3783873756715
2014,S12000026,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,3.6310820624546114
2014,S12000026,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,3.221412267137913
2014,S12000026,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,115.40462157973803
2014,S12000026,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,11.13119721754074
2014,S12000026,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,379.82787623569135
2014,S12000026,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,104.11325785222677
2014,S12000026,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1466.396240542371
2014,S12000026,,75plus years,,Females,,Coronary Heart Disease,,c,,c,748.3477013509953
2014,S12000027,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S12000027,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000027,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,119.1113054587889
2014,S12000027,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,30.737220409514354
2014,S12000027,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,303.89264918288706
2014,S12000027,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,81.33688257911861
2014,S12000027,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1734.8308257399167
2014,S12000027,,75plus years,,Females,,Coronary Heart Disease,,c,,c,983.3292289275996
2014,S12000028,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S12000028,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,10.442773600668335
2014,S12000028,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,100.03747153012952
2014,S12000028,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,34.347193529131054
2014,S12000028,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,378.99399974619297
2014,S12000028,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,235.5492124557928
2014,S12000028,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1169.0379695306071
2014,S12000028,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1098.5427805360696
2014,S12000029,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,5.127632657204806
2014,S12000029,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,2.5512256117633574
2014,S12000029,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,105.33846656864908
2014,S12000029,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,48.95193559242983
2014,S12000029,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,359.4166561296252
2014,S12000029,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,141.5933821560129
2014,S12000029,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1272.8726218560732
2014,S12000029,,75plus years,,Females,,Coronary Heart Disease,,c,,c,908.3995169399046
2014,S12000030,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,14.68553529770798
2014,S12000030,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000030,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,150.52259943854466
2014,S12000030,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,8.360970987430674
2014,S12000030,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,211.02343022678903
2014,S12000030,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,124.57670725081758
2014,S12000030,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1405.9237956468935
2014,S12000030,,75plus years,,Females,,Coronary Heart Disease,,c,,c,799.8322087774773
2014,S12000033,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,6.486182549907856
2014,S12000033,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000033,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,92.5661427153145
2014,S12000033,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,19.371127945626032
2014,S12000033,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,512.4836225528595
2014,S12000033,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,96.81062013943404
2014,S12000033,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1243.05651138546
2014,S12000033,,75plus years,,Females,,Coronary Heart Disease,,c,,c,893.9935425773638
2014,S12000034,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,5.385526781455323
2014,S12000034,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000034,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,94.96190210757396
2014,S12000034,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,18.852125213230604
2014,S12000034,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,336.3300887571196
2014,S12000034,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,106.65893975770622
2014,S12000034,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1538.451161557077
2014,S12000034,,75plus years,,Females,,Coronary Heart Disease,,c,,c,864.9557302500485
2014,S12000035,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,11.467496388176327
2014,S12000035,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000035,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,22.35252256524896
2014,S12000035,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,29.707142616236087
2014,S12000035,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,306.41865112952553
2014,S12000035,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,167.31460984901955
2014,S12000035,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1288.197518396718
2014,S12000035,,75plus years,,Females,,Coronary Heart Disease,,c,,c,688.9816159692703
2014,S12000036,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,8.109577630536904
2014,S12000036,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,1.5576588695406008
2014,S12000036,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,102.0922161982067
2014,S12000036,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,20.848696576021595
2014,S12000036,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,347.8949876648971
2014,S12000036,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,71.98296102487232
2014,S12000036,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1309.1758778449737
2014,S12000036,,75plus years,,Females,,Coronary Heart Disease,,c,,c,816.4527453714461
2014,S12000038,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,4.740524031070748
2014,S12000038,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,4.564642872131846
2014,S12000038,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,107.28085796400224
2014,S12000038,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,39.12164462660918
2014,S12000038,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,445.9936584958215
2014,S12000038,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,156.97984649541652
2014,S12000038,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1414.693290636298
2014,S12000038,,75plus years,,Females,,Coronary Heart Disease,,c,,c,821.1402470744491
2014,S12000039,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S12000039,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000039,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,164.09720074704256
2014,S12000039,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,31.245523085301183
2014,S12000039,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,494.22155714153274
2014,S12000039,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,190.97126446910409
2014,S12000039,,75plus years,,Males,,Coronary Heart Disease,,c,,c,2158.0099727368133
2014,S12000039,,75plus years,,Females,,Coronary Heart Disease,,c,,c,741.8093406450026
2014,S12000040,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,6.096772891496934
2014,S12000040,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000040,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,68.02287175015171
2014,S12000040,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,33.756301812566065
2014,S12000040,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,451.94471338506753
2014,S12000040,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,116.55059794296798
2014,S12000040,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1767.267376476041
2014,S12000040,,75plus years,,Females,,Coronary Heart Disease,,c,,c,849.1771661082656
2014,S12000041,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,4.3282013231929755
2014,S12000041,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000041,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,132.12122594187528
2014,S12000041,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,17.339614774295853
2014,S12000041,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,303.8483169456665
2014,S12000041,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,67.30291674191801
2014,S12000041,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1254.0441603407771
2014,S12000041,,75plus years,,Females,,Coronary Heart Disease,,c,,c,814.4071779918279
2014,S12000042,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,6.360629520590266
2014,S12000042,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,3.071064430931761
2014,S12000042,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,142.78721504355514
2014,S12000042,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,33.10975478169916
2014,S12000042,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,485.0808839567413
2014,S12000042,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,219.20011078975983
2014,S12000042,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1522.3415807154045
2014,S12000042,,75plus years,,Females,,Coronary Heart Disease,,c,,c,848.8498755066212
2014,S12000045,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,7.988956162819592
2014,S12000045,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000045,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,33.46684493448885
2014,S12000045,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,17.990945192214035
2014,S12000045,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,282.6695753780908
2014,S12000045,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,92.93181699354584
2014,S12000045,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1205.9973026380649
2014,S12000045,,75plus years,,Females,,Coronary Heart Disease,,c,,c,508.43674475110873
2014,S12000047,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,5.603286196824619
2014,S12000047,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,2.039805344290002
2014,S12000047,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,99.28673822005167
2014,S12000047,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,43.92499444628285
2014,S12000047,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,402.5250413148238
2014,S12000047,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,151.5322908837615
2014,S12000047,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1254.257128182574
2014,S12000047,,75plus years,,Females,,Coronary Heart Disease,,c,,c,562.6076379996443
2014,S12000048,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,2.8762334616575953
2014,S12000048,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S12000048,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,107.92676614726052
2014,S12000048,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,35.9719058926173
2014,S12000048,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,248.678608563498
2014,S12000048,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,123.89062658163289
2014,S12000048,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1374.8302163667367
2014,S12000048,,75plus years,,Females,,Coronary Heart Disease,,c,,c,741.786564849345
2014,S12000049,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,9.202307190746703
2014,S12000049,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,3.9349275411199938
2014,S12000049,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,138.04663253015897
2014,S12000049,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,38.355823316725825
2014,S12000049,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,466.6050584146328
2014,S12000049,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,191.28281022202452
2014,S12000049,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1395.509644547967
2014,S12000049,,75plus years,,Females,,Coronary Heart Disease,,c,,c,884.6325002794357
2014,S12000050,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,11.443775982759975
2014,S12000050,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,2.428658166363084
2014,S12000050,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,123.4455170603116
2014,S12000050,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,46.95846693500772
2014,S12000050,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,516.3489629097211
2014,S12000050,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,186.50744462327168
2014,S12000050,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1675.1693534172866
2014,S12000050,,75plus years,,Females,,Coronary Heart Disease,,c,,c,886.3852094790313
2015,S92000003,d,0-44 years,,Males,,Coronary Heart Disease,80,,5.49947995542671,,6.1087877629601834
2015,S92000003,d,0-44 years,,Females,,Coronary Heart Disease,23,,1.58141901415714,,1.7272999806681453
2015,S92000003,d,45-64 years,,Males,,Coronary Heart Disease,802,,111.372647044528,,113.05727736782576
2015,S92000003,d,45-64 years,,Females,,Coronary Heart Disease,217,,28.5217080428588,,29.022026750801665
2015,S92000003,d,65-74 years,,Males,,Coronary Heart Disease,1020,,393.201469494119,,406.6274462665645
2015,S92000003,d,65-74 years,,Females,,Coronary Heart Disease,424,,148.318128393127,,152.3742477530395
2015,S92000003,d,75plus years,,Males,,Coronary Heart Disease,2266,,1285.51329763093,,1412.1365056406394
2015,S92000003,d,75plus years,,Females,,Coronary Heart Disease,2310,,883.551033678212,,863.3246184096182
2015,S12000005,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2015,S12000005,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,8.505881209293284
2015,S12000005,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,82.9118721386083
